node,Green LED,Yellow LED,Red LED,Idle,TRX_OFF,PLL_ON,RX_ON,TX TX_PWR 0,TX TX_PWR 1,TX TX_PWR 2,TX TX_PWR 3,TX TX_PWR 4,TX TX_PWR 5,TX TX_PWR 6,TX TX_PWR 7,TX TX_PWR 8,TX TX_PWR 9,TX TX_PWR 10,TX TX_PWR 11,TX TX_PWR 12,TX TX_PWR 13,TX TX_PWR 14,TX TX_PWR 15
361,131.56685935237596,131.62813993286383,132.08203007568278,123.79749907858366,126.11366866320014,144.25801362290227,166.54427258966763,171.550297683296,170.76883593287266,169.63419967094435,168.35684586020795,167.3495929582099,165.82906028298783,164.33041322803555,163.0478697512176,161.58244925628537,160.22302138861468,158.67410998486145,157.37468594932545,155.8108361853363,154.33522482558905,152.55106680268526,150.86851974463602
362,132.33798982360923,132.81798731429345,132.76754534970493,124.62207536802117,127.63794959294437,145.04937215928362,165.60720805915474,171.52879390814735,170.50952981480225,169.5862455735703,168.55371387871384,167.1721320127535,165.87635865952106,164.56190415140415,163.7149691337087,161.9712427922122,160.34230852723695,159.63856380164165,157.08522529000746,156.82740085475882,154.6291572484906,152.55545858489927,151.71231171562312
363,127.04092705526712,128.75643799697707,127.03751619898799,119.68082460406126,122.49602543208255,142.35335569720067,161.9820370638102,164.45467674311627,165.54442935068352,163.161470460669,161.88943425116648,162.06195091016625,159.59095169875798,158.346640838591,158.18210928566737,155.58608345928891,155.32664927383846,153.84415987646207,151.27268215271388,151.2045827692712,149.17925931523953,146.69150558622505,145.2631677071696
365,133.99253465878562,133.85806548018806,133.256922224461,125.78886693981728,130.55823111021562,148.9476201894016,168.50433230355944,172.97301833568406,171.79436382564307,170.8427703156481,169.36335892269463,168.65368099395567,167.0789271994627,165.83710235744508,164.5014504365346,162.96480873069174,161.59876358385387,160.11890013431838,158.6457988582942,157.28250359325676,155.65361047683012,154.20371269308262,148.64638397474644
366,134.13009129213484,134.61800782504014,134.41587212413054,126.31047030497591,130.16691747475423,148.37317045606525,166.41673933395745,172.2448788284071,170.9246606259195,170.6686521332085,168.55893854487093,167.68158071419018,166.20322194730508,164.5309291112151,164.27633484919414,162.13198488496522,161.91999371321563,159.68406708132693,158.0619624155688,156.94627272119305,154.95182105122373,154.44194175471446,149.43422676207035
367,133.14206037597208,132.9686920580491,133.4577822546078,124.9728701855367,129.18406031473884,145.80174822434486,166.1318968283125,170.98272030369827,170.62117499387702,169.8819510164095,168.17894073348435,167.09198407935827,165.6942555262997,164.83107929704244,163.31097948686545,161.92348738672544,160.6276722184802,158.42583418039314,158.05819158706836,155.9818484570169,154.3790983285373,153.1401150572531,149.88697207764375
368,129.04207384305838,129.59926525821598,126.65293373574782,121.81631361899014,130.8914281690141,150.2682370221328,164.44367867203215,167.21946666666668,167.0109750503018,165.32256203057938,164.23373145539904,163.34872862603098,161.63703480885314,160.32997169684776,159.50600160965794,157.49299362843726,156.54694963112004,154.7313334004024,154.10587360868982,151.54742850435952,150.979579342723,148.68806492287058,137.98460965794771
369,129.2589332925711,129.74668109826942,129.98229422195047,121.29638948333843,124.17394014062977,141.60398135126871,162.68829593396515,166.60721916467926,165.80517463617466,164.99306144909812,163.2659014308426,162.42352277869503,161.36290278202384,160.00300073367572,158.81274004769767,157.178510700746,156.1053979822684,154.5016120452461,153.0558438207057,152.22810265973706,150.69589324365634,148.6924910725205,147.31890797358446
370,129.73971149876823,130.0442521640698,128.02875231373594,121.67276275136503,129.46446261402224,149.14531941669995,165.90940794993008,169.1009251564789,168.13437889480696,166.99425163137565,165.85748075642564,164.62935794660098,163.325856971634,161.96727310252996,160.74713483819414,159.45190019308876,158.0581390331602,156.62075689172994,155.14141031957394,153.46495225729126,152.1685008322791,150.43962744706351,140.26058306145546
371,132.89665726902174,133.2562621603261,130.19147235054348,125.38176453804348,134.14565061141303,154.02928688858697,169.89770713315215,171.77481301807313,171.31295380434784,169.69757703804345,168.85666080163045,167.50731861413044,166.0475215353261,164.87009830163043,163.45280366847823,162.3351290081522,160.4572574048913,159.2984557744565,157.90981963315215,155.97496195652172,155.1206269701087,152.55669082880436,140.44963763586958
